id,score
0,0.4446573257446289
1,0.6272507607936859
2,0.41553205251693726
3,0.34384864568710327
4,0.44221723079681396
5,0.4475212097167969
6,0.33243751525878906
7,0.48802077770233154
8,0.4417738914489746
9,0.5049542784690857
10,0.4687795042991638
11,0.4680050015449524
12,0.5932039320468903
13,0.4459081292152405
14,0.4390662908554077
15,0.4160282611846924
16,0.4270605444908142
17,0.3740825653076172
18,0.36982858180999756
19,0.4682490825653076
20,0.3451700806617737
21,0.38437652587890625
22,0.31657636165618896
23,0.5007491409778595
24,0.4271923303604126
25,0.3218918442726135
26,0.43080002069473267
27,0.5182328224182129
28,0.3478776812553406
29,0.6763303577899933
30,0.6058675050735474
31,0.3292347192764282
32,0.4109554886817932
33,0.4423239231109619
34,0.3854626417160034
35,0.3759976029396057
36,0.3128976821899414
37,0.3185274600982666
38,0.3870943784713745
39,0.4948365092277527
40,0.3612394332885742
41,0.31531769037246704
42,0.4886821508407593
43,0.6588572859764099
44,0.3474372625350952
45,0.32678818702697754
46,0.545563817024231
47,0.612920343875885
48,0.5053121149539948
49,0.4586169123649597
50,0.5791349709033966
51,0.3703277111053467
52,0.4710925817489624
53,0.4751647710800171
54,0.31595635414123535
55,0.2925901412963867
56,0.44671308994293213
57,0.4122302532196045
58,0.4248861074447632
59,0.5445263981819153
60,0.39961087703704834
61,0.4148997664451599
62,0.49525749683380127
63,0.4633520841598511
64,0.31457656621932983
65,0.4714600443840027
66,0.37685626745224
67,0.33499622344970703
68,0.3541986346244812
69,0.3787882924079895
70,0.44507259130477905
71,0.43830955028533936
72,0.6422506868839264
73,0.4008781313896179
74,0.36308717727661133
75,0.3867657780647278
76,0.43496739864349365
77,0.30869364738464355
78,0.498257577419281
79,0.39418941736221313
80,0.5172373354434967
81,0.3885321021080017
82,0.37312227487564087
83,0.3333016037940979
84,0.4620581865310669
85,0.5792686939239502
86,0.6267082393169403
87,0.6515034735202789
88,0.45399177074432373
89,0.4704403281211853
90,0.36000847816467285
91,0.521458089351654
92,0.31115323305130005
93,0.4517436623573303
94,0.5799615979194641
95,0.4898233413696289
96,0.35859864950180054
97,0.379644513130188
98,0.6712745726108551
99,0.5766100883483887
100,0.3545037508010864
101,0.4694395065307617
102,0.420581579208374
103,0.5500671565532684
104,0.5640805959701538
105,0.4157453179359436
106,0.4261273741722107
107,0.46046704053878784
108,0.4577273726463318
109,0.4952922463417053
110,0.5575702786445618
111,0.37599748373031616
112,0.45081567764282227
113,0.4586130380630493
114,0.40384966135025024
115,0.49392563104629517
116,0.4193323850631714
117,0.45482712984085083
118,0.4316323399543762
119,0.49637728929519653
120,0.45414453744888306
121,0.5519163012504578
122,0.48549073934555054
123,0.4206373691558838
124,0.7521068006753922
125,0.3870936632156372
126,0.42204970121383667
127,0.5965095460414886
128,0.3599390387535095
129,0.41776883602142334
130,0.7014545202255249
131,0.6579057276248932
132,0.5165232717990875
133,0.3717471957206726
134,0.5790716409683228
135,0.5203666090965271
136,0.43869614601135254
137,0.42377036809921265
138,0.3543153405189514
139,0.4207180142402649
140,0.41332006454467773
141,0.5148653984069824
142,0.29056668281555176
143,0.3418516516685486
144,0.5036216080188751
145,0.30750179290771484
146,0.4446107745170593
147,0.49337977170944214
148,0.4853312373161316
149,0.6116678416728973
150,0.5089513063430786
151,0.3765731453895569
152,0.5374514758586884
153,0.44904404878616333
154,0.4504268169403076
155,0.5337572693824768
156,0.5643372535705566
157,0.45059579610824585
158,0.5717804729938507
159,0.3715701103210449
160,0.39721405506134033
161,0.39238685369491577
