id,score
0,0.4293152093887329
1,0.5398419499397278
2,0.30031800270080566
3,0.2852923274040222
4,0.6058975756168365
5,0.333321213722229
6,0.3337756395339966
7,0.5175981521606445
8,0.42897504568099976
9,0.5045932233333588
10,0.5344025194644928
11,0.3453603982925415
12,0.5502525568008423
13,0.4228363037109375
14,0.3816242814064026
15,0.4624491333961487
16,0.45598918199539185
17,0.38029950857162476
18,0.4477580189704895
19,0.49258953332901
20,0.2946198582649231
21,0.37981337308883667
22,0.2768738865852356
23,0.5121165215969086
24,0.5212705731391907
25,0.2712157964706421
26,0.34657514095306396
27,0.42988330125808716
28,0.3399859666824341
29,0.6225608885288239
30,0.6863319277763367
31,0.3040096163749695
32,0.5087292492389679
33,0.4830783009529114
34,0.37438660860061646
35,0.29855412244796753
36,0.23590987920761108
37,0.28256750106811523
38,0.3149392008781433
39,0.37482279539108276
40,0.337790846824646
41,0.26696866750717163
42,0.3757859468460083
43,0.5733993053436279
44,0.25213515758514404
45,0.31217604875564575
46,0.497081995010376
47,0.530992865562439
48,0.4627887010574341
49,0.34501779079437256
50,0.49369049072265625
51,0.2720770239830017
52,0.5718321800231934
53,0.543775349855423
54,0.2799949645996094
55,0.24179762601852417
56,0.4109259843826294
57,0.3794795870780945
58,0.4497550129890442
59,0.4770963788032532
60,0.3539348840713501
61,0.38026368618011475
62,0.4496498107910156
63,0.47192496061325073
64,0.32170701026916504
65,0.3383830785751343
66,0.3160805106163025
67,0.3314749598503113
68,0.28938132524490356
69,0.3536507487297058
70,0.3641672730445862
71,0.4134520888328552
72,0.5379462540149689
73,0.35083770751953125
74,0.4385727047920227
75,0.4873262047767639
76,0.40775299072265625
77,0.2128528356552124
78,0.39718925952911377
79,0.3128817081451416
80,0.470261812210083
81,0.28797101974487305
82,0.4263821840286255
83,0.2893275022506714
84,0.5919091105461121
85,0.6435585618019104
86,0.5808961093425751
87,0.5760895311832428
88,0.46447789669036865
89,0.5818769037723541
90,0.40499383211135864
91,0.4737764596939087
92,0.2797900438308716
93,0.39137059450149536
94,0.6213548183441162
95,0.5464880764484406
96,0.2552124857902527
97,0.40932464599609375
98,0.6257320940494537
99,0.48707401752471924
100,0.32246845960617065
101,0.4329206347465515
102,0.3411409854888916
103,0.4406026005744934
104,0.4935190677642822
105,0.4474025368690491
106,0.4725304841995239
107,0.4748384356498718
108,0.4306885004043579
109,0.46636801958084106
110,0.6065477430820465
111,0.2702522277832031
112,0.5278356671333313
113,0.4112395644187927
114,0.35387182235717773
115,0.5046727955341339
116,0.3859493136405945
117,0.37354612350463867
118,0.3881446123123169
119,0.5658237636089325
120,0.43612003326416016
121,0.5405569076538086
122,0.6281726360321045
123,0.47470712661743164
124,0.6050645112991333
125,0.39716070890426636
126,0.35093796253204346
127,0.5485512018203735
128,0.3118709921836853
129,0.49768149852752686
130,0.6656837165355682
131,0.6143539845943451
132,0.575240284204483
133,0.39372944831848145
134,0.635924756526947
135,0.5143353044986725
