id,score
0,0.5574072897434235
1,0.6542142331600189
2,0.56771120429039
3,0.4823148250579834
4,0.5708285570144653
5,0.5366322994232178
6,0.4431704878807068
7,0.5602703988552094
8,0.5518755316734314
9,0.5920687317848206
10,0.5367345213890076
11,0.5978027284145355
12,0.6417704820632935
13,0.5531226992607117
14,0.5141156315803528
15,0.5823083817958832
16,0.5820562243461609
17,0.45511698722839355
18,0.4307177662849426
19,0.5688603818416595
20,0.4589553475379944
21,0.5891013145446777
22,0.42062127590179443
23,0.5495805442333221
24,0.5904916524887085
25,0.4334025979042053
26,0.5060745477676392
27,0.5496126413345337
28,0.46347492933273315
29,0.7620688825845718
30,0.7944399565458298
31,0.4515809416770935
32,0.5498071014881134
33,0.5481915473937988
34,0.49348610639572144
35,0.48276835680007935
36,0.45267295837402344
37,0.44204390048980713
38,0.5343336760997772
39,0.5400004684925079
40,0.436756432056427
41,0.4611893892288208
42,0.5391948819160461
43,0.6932472884654999
44,0.4636290669441223
45,0.47510242462158203
46,0.6008772253990173
47,0.6772829592227936
48,0.5667747259140015
49,0.5652349293231964
50,0.6903560161590576
51,0.44187772274017334
52,0.4920201897621155
53,0.5681947469711304
54,0.4563455581665039
55,0.45681750774383545
56,0.568744957447052
57,0.5354478359222412
58,0.5114434361457825
59,0.5459214448928833
60,0.5276211500167847
61,0.5318683981895447
62,0.582994133234024
63,0.5877771973609924
64,0.41805797815322876
65,0.5525795817375183
66,0.4853489398956299
67,0.4528886079788208
68,0.44853633642196655
69,0.48259222507476807
70,0.4844287633895874
71,0.5404714941978455
72,0.6373315453529358
73,0.4981043338775635
74,0.5088671445846558
75,0.5211907029151917
76,0.530528724193573
77,0.4772006869316101
78,0.5723777711391449
79,0.4782934784889221
80,0.6424814462661743
81,0.49612390995025635
82,0.5006750524044037
83,0.4465978145599365
84,0.5325714945793152
85,0.6488167345523834
86,0.7037094533443451
87,0.6259967088699341
88,0.5202161967754364
89,0.5713297724723816
90,0.4997784495353699
91,0.6503698825836182
92,0.4719095230102539
93,0.5215820074081421
94,0.6128890216350555
95,0.6118157207965851
96,0.49613869190216064
97,0.5053783357143402
98,0.7469335198402405
99,0.5937795042991638
100,0.4731571674346924
101,0.5375080406665802
102,0.5018243789672852
103,0.5568121671676636
104,0.6173781752586365
105,0.4969014525413513
106,0.5011718273162842
107,0.5617208182811737
108,0.5734308063983917
109,0.6031695902347565
110,0.5992947220802307
111,0.4403728246688843
112,0.5343294143676758
113,0.5058451294898987
114,0.5421932339668274
115,0.5524230301380157
116,0.543025940656662
117,0.5756836235523224
118,0.5891003906726837
119,0.603558748960495
120,0.51200932264328
121,0.6216424405574799
122,0.5688367486000061
123,0.5878947973251343
124,0.8003105223178864
125,0.477095365524292
126,0.5631857812404633
127,0.6719417572021484
128,0.5248419046401978
129,0.5257670879364014
130,0.7864065021276474
131,0.686852902173996
132,0.659559041261673
133,0.46246111392974854
134,0.6197625994682312
135,0.591802179813385
136,0.5666921138763428
137,0.5202349424362183
138,0.4766104221343994
139,0.5323120951652527
140,0.5875529050827026
141,0.5930435359477997
142,0.41951149702072144
143,0.4307129979133606
